len(X),len(Y),"[ 2^7, 2^8)","[ 2^8, 2^9)","[ 2^9, 2^10)","[ 2^10, 2^11)","[ 2^11, 2^12)","[ 2^12, 2^13)","[ 2^13, 2^14)","[ 2^14, 2^15)","[ 2^15, 2^16)","[ 2^16, 2^17)","[ 2^17, 2^18)","[ 2^18, 2^19)","[ 2^19, 2^20)","[ 2^20, 2^21)","[ 2^21, 2^22)","[ 2^22, 2^23)","[ 2^23, 2^24)","[ 2^24, 2^25)","[ 2^25, 2^26)","[ 2^26, 2^27)","[ 2^27, 2^28)","[ 2^28, 2^29)","[ 2^29, 2^30)","[ 2^30, 2^31)","[ 2^31, 2^32)","[ 2^32, 2^33)","[ 2^33, 2^34)","[ 2^34, 2^35)","[ 2^35, 2^36)","[ 2^36, 2^37)","[ 2^37, 2^38)","[ 2^38, 2^39)","[ 2^39, 2^40)","[ 2^40, 2^41)","[ 2^41, 2^42)","[ 2^42, 2^43)","[ 2^43, 2^44)","[ 2^44, 2^45)","[ 2^45, 2^46)","[ 2^46, 2^47)","[ 2^47, 2^48)","[ 2^48, 2^49)","[ 2^49, 2^50)","[ 2^50, 2^51)","[ 2^51, 2^52)","[ 2^52, 2^53)","[ 2^53, 2^54)","[ 2^54, 2^55)","[ 2^55, 2^56)","[ 2^56, 2^57)","[ 2^57, 2^58)","[ 2^58, 2^59)","[ 2^59, 2^60)","[ 2^60, 2^61)","[ 2^61, 2^62)","[ 2^62, 2^63)","[ 2^63, 2^64)"
130,119,0.094,0.067,0.045,0.034,0.014,0.012,0.005,0.003,0.003,0.003,0.001,0.003,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,118,0.692,0.601,0.525,0.432,0.35,0.288,0.23,0.188,0.153,0.129,0.068,0.08,0.052,0.036,0.027,0.016,0.02,0.009,0.005,0.006,0.006,0.004,0.005,0.004,0.002,0.001,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,117,0.065,0.031,0.019,0.014,0.008,0.003,0.002,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,116,0.207,0.143,0.105,0.076,0.052,0.025,0.021,0.008,0.009,0.003,0.006,0.003,0.003,0.003,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,115,0.147,0.076,0.051,0.042,0.026,0.017,0.013,0.004,0.003,0.002,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,114,0.379,0.319,0.267,0.188,0.122,0.097,0.077,0.065,0.04,0.027,0.023,0.014,0.012,0.014,0.008,0.003,0.001,0.0,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,113,0.072,0.03,0.028,0.017,0.004,0.006,0.002,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,112,0.423,0.351,0.307,0.223,0.178,0.154,0.107,0.099,0.061,0.042,0.037,0.025,0.012,0.008,0.008,0.006,0.008,0.005,0.002,0.002,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,111,0.069,0.041,0.025,0.012,0.007,0.001,0.003,0.0,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,110,0.496,0.398,0.363,0.265,0.229,0.155,0.122,0.096,0.076,0.059,0.05,0.031,0.025,0.009,0.01,0.011,0.008,0.004,0.002,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
