num,bits,divisors
2.34E+30,10,0.447265625
2.34E+30,11,0.354492188
2.34E+30,12,0.271484375
2.34E+30,13,0.203369141
2.34E+30,14,0.149658203
2.34E+30,15,0.108642578
2.34E+30,16,0.077911377
2.34E+30,17,0.054763794
2.34E+30,18,0.037841797
2.34E+30,19,0.025817871
2.34E+30,20,0.01738739
2.34E+30,21,0.011563301
2.34E+30,22,0.007601261
2.34E+30,23,0.004928589
2.34E+30,24,0.00315702
2.34E+30,25,0.001999736
2.34E+30,26,0.001253903
2.34E+30,27,0.000777811
2.34E+30,28,0.000477321
2.34E+30,29,0.000289883
2.34E+30,30,0.000174245
2.34E+30,31,0.000103761
2.34E+30,32,6.12E-05
2.34E+30,33,3.58E-05
2.34E+30,34,2.07E-05
2.34E+30,35,1.19E-05
2.34E+30,36,6.75E-06
2.34E+30,37,3.80E-06
2.34E+30,38,2.13E-06
2.34E+30,39,1.18E-06
2.34E+30,40,6.46E-07
2.34E+30,41,3.52E-07
2.34E+30,42,1.90E-07
2.34E+30,43,1.02E-07
2.34E+30,44,5.40E-08
2.34E+30,45,2.85E-08
2.34E+30,46,1.49E-08
2.34E+30,47,7.70E-09
2.34E+30,48,3.96E-09
2.34E+30,49,2.02E-09
2.34E+30,50,1.02E-09
2.34E+30,51,5.13E-10
2.34E+30,52,2.55E-10
2.34E+30,53,1.26E-10
2.34E+30,54,6.17E-11
2.34E+30,55,3.00E-11
2.34E+30,56,1.45E-11
2.34E+30,57,6.91E-12
2.34E+30,58,3.28E-12
2.34E+30,59,1.54E-12
2.34E+30,60,7.19E-13
2.34E+30,61,3.32E-13
2.34E+30,62,1.53E-13
2.34E+30,63,6.94E-14
2.34E+30,64,3.13E-14
2.34E+30,65,1.40E-14
2.34E+30,66,6.20E-15
2.34E+30,67,2.72E-15
2.34E+30,68,1.19E-15
2.34E+30,69,5.11E-16
2.34E+30,70,2.19E-16
2.34E+30,71,9.25E-17
2.34E+30,72,3.88E-17
2.34E+30,73,1.61E-17
2.34E+30,74,6.63E-18
2.34E+30,75,2.70E-18
2.34E+30,76,1.09E-18
2.34E+30,77,4.32E-19
2.34E+30,78,1.70E-19
2.34E+30,79,6.64E-20
2.34E+30,80,2.56E-20
2.34E+30,81,9.72E-21
2.34E+30,82,3.65E-21
2.34E+30,83,1.35E-21
2.34E+30,84,4.94E-22
2.34E+30,85,1.78E-22
2.34E+30,86,6.34E-23
2.34E+30,87,2.21E-23
2.34E+30,88,7.58E-24
2.34E+30,89,2.57E-24
2.34E+30,90,8.55E-25
2.34E+30,91,2.79E-25
2.34E+30,92,8.80E-26
2.34E+30,93,2.69E-26
2.34E+30,94,8.18E-27
2.34E+30,95,2.37E-27
2.34E+30,96,7.57E-28
2.34E+30,97,1.89E-28
2.34E+30,98,4.42E-29
2.34E+30,99,1.26E-29
2.34E+30,100,3.16E-30
2.34E+30,101,7.89E-31
1.57E+32,1,1
1.57E+32,2,1
1.57E+32,3,1
1.57E+32,4,1
1.57E+32,5,1
1.57E+32,6,1
1.57E+32,7,0.8125
1.57E+32,8,0.6875
1.57E+32,9,0.5625
1.57E+32,10,0.462890625
1.57E+32,11,0.369140625
1.57E+32,12,0.286621094
1.57E+32,13,0.215332031
1.57E+32,14,0.159667969
1.57E+32,15,0.11706543
1.57E+32,16,0.084655762
1.57E+32,17,0.060150146
1.57E+32,18,0.04196167
1.57E+32,19,0.028907776
1.57E+32,20,0.019664764
1.57E+32,21,0.013219833
1.57E+32,22,0.008791924
1.57E+32,23,0.005765915
1.57E+32,24,0.003735662
1.57E+32,25,0.002395213
1.57E+32,26,0.001520246
1.57E+32,27,0.000955269
1.57E+32,28,0.00059405
1.57E+32,29,0.000365596
1.57E+32,30,0.000222784
1.57E+32,31,0.000134533
1.57E+32,32,8.05E-05
1.57E+32,33,4.78E-05
1.57E+32,34,2.81E-05
1.57E+32,35,1.63E-05
1.57E+32,36,9.44E-06
1.57E+32,37,5.41E-06
1.57E+32,38,3.07E-06
1.57E+32,39,1.73E-06
1.57E+32,40,9.67E-07
1.57E+32,41,5.36E-07
1.57E+32,42,2.95E-07
1.57E+32,43,1.61E-07
1.57E+32,44,8.70E-08
1.57E+32,45,4.67E-08
1.57E+32,46,2.49E-08
1.57E+32,47,1.32E-08
1.57E+32,48,6.91E-09
1.57E+32,49,3.60E-09
1.57E+32,50,1.86E-09
1.57E+32,51,9.56E-10
1.57E+32,52,4.87E-10
1.57E+32,53,2.46E-10
1.57E+32,54,1.23E-10
1.57E+32,55,6.15E-11
1.57E+32,56,3.04E-11
1.57E+32,57,1.49E-11
1.57E+32,58,7.26E-12
1.57E+32,59,3.51E-12
1.57E+32,60,1.68E-12
1.57E+32,61,8.02E-13
1.57E+32,62,3.79E-13
1.57E+32,63,1.78E-13
1.57E+32,64,8.27E-14
1.57E+32,65,3.82E-14
1.57E+32,66,1.75E-14
1.57E+32,67,7.94E-15
1.57E+32,68,3.58E-15
1.57E+32,69,1.60E-15
1.57E+32,70,7.11E-16
1.57E+32,71,3.13E-16
1.57E+32,72,1.36E-16
1.57E+32,73,5.90E-17
1.57E+32,74,2.53E-17
1.57E+32,75,1.08E-17
1.57E+32,76,4.54E-18
1.57E+32,77,1.89E-18
1.57E+32,78,7.84E-19
1.57E+32,79,3.21E-19
1.57E+32,80,1.31E-19
1.57E+32,81,5.24E-20
1.57E+32,82,2.09E-20
1.57E+32,83,8.21E-21
1.57E+32,84,3.20E-21
1.57E+32,85,1.23E-21
1.57E+32,86,4.70E-22
1.57E+32,87,1.77E-22
1.57E+32,88,6.57E-23
1.57E+32,89,2.41E-23
1.57E+32,90,8.74E-24
1.57E+32,91,3.13E-24
1.57E+32,92,1.10E-24
1.57E+32,93,3.80E-25
1.57E+32,94,1.30E-25
1.57E+32,95,4.36E-26
1.57E+32,96,1.45E-26
1.57E+32,97,4.66E-27
1.57E+32,98,1.45E-27
1.57E+32,99,4.51E-28
1.57E+32,100,1.36E-28
1.57E+32,101,4.02E-29
1.57E+32,102,1.22E-29
1.57E+32,103,2.96E-30
1.57E+32,104,7.89E-31
1.57E+32,105,1.97E-31
1.57E+32,106,4.93E-32
1.57E+32,107,1.23E-32
1.11E+34,1,1
1.11E+34,2,1
1.11E+34,3,1
1.11E+34,4,1
1.11E+34,5,1
1.11E+34,6,1
1.11E+34,7,0.828125
1.11E+34,8,0.703125
1.11E+34,9,0.578125
1.11E+34,10,0.4765625
1.11E+34,11,0.3828125
1.11E+34,12,0.30078125
1.11E+34,13,0.226806641
1.11E+34,14,0.169555664
1.11E+34,15,0.125305176
1.11E+34,16,0.091369629
1.11E+34,17,0.065551758
1.11E+34,18,0.046173096
1.11E+34,19,0.032066345
1.11E+34,20,0.022014618
1.11E+34,21,0.014948845
1.11E+34,22,0.010044575
1.11E+34,23,0.006658792
1.11E+34,24,0.004360437
1.11E+34,25,0.002825975
1.11E+34,26,0.001813889
1.11E+34,27,0.001153022
1.11E+34,28,0.000725769
1.11E+34,29,0.000452179
1.11E+34,30,0.000278981
1.11E+34,31,0.000170614
1.11E+34,32,0.000103448
1.11E+34,33,6.22E-05
1.11E+34,34,3.71E-05
1.11E+34,35,2.19E-05
1.11E+34,36,1.28E-05
1.11E+34,37,7.45E-06
1.11E+34,38,4.30E-06
1.11E+34,39,2.46E-06
1.11E+34,40,1.40E-06
1.11E+34,41,7.86E-07
1.11E+34,42,4.39E-07
1.11E+34,43,2.44E-07
1.11E+34,44,1.34E-07
1.11E+34,45,7.33E-08
1.11E+34,46,3.98E-08
1.11E+34,47,2.14E-08
1.11E+34,48,1.15E-08
1.11E+34,49,6.08E-09
1.11E+34,50,3.21E-09
1.11E+34,51,1.68E-09
1.11E+34,52,8.72E-10
1.11E+34,53,4.50E-10
1.11E+34,54,2.31E-10
1.11E+34,55,1.17E-10
1.11E+34,56,5.94E-11
1.11E+34,57,2.98E-11
1.11E+34,58,1.49E-11
1.11E+34,59,7.35E-12
1.11E+34,60,3.61E-12
1.11E+34,61,1.76E-12
1.11E+34,62,8.55E-13
1.11E+34,63,4.12E-13
1.11E+34,64,1.97E-13
1.11E+34,65,9.33E-14
1.11E+34,66,4.40E-14
1.11E+34,67,2.06E-14
1.11E+34,68,9.56E-15
1.11E+34,69,4.41E-15
1.11E+34,70,2.02E-15
1.11E+34,71,9.16E-16
1.11E+34,72,4.13E-16
1.11E+34,73,1.85E-16
1.11E+34,74,8.22E-17
1.11E+34,75,3.62E-17
1.11E+34,76,1.59E-17
1.11E+34,77,6.88E-18
1.11E+34,78,2.96E-18
1.11E+34,79,1.26E-18
1.11E+34,80,5.36E-19
1.11E+34,81,2.25E-19
1.11E+34,82,9.36E-20
1.11E+34,83,3.86E-20
1.11E+34,84,1.58E-20
1.11E+34,85,6.41E-21
1.11E+34,86,2.58E-21
1.11E+34,87,1.02E-21
1.11E+34,88,4.03E-22
1.11E+34,89,1.57E-22
1.11E+34,90,6.07E-23
1.11E+34,91,2.32E-23
1.11E+34,92,8.76E-24
1.11E+34,93,3.26E-24
1.11E+34,94,1.20E-24
1.11E+34,95,4.38E-25
1.11E+34,96,1.58E-25
1.11E+34,97,5.62E-26
1.11E+34,98,1.96E-26
1.11E+34,99,6.73E-27
1.11E+34,100,2.28E-27
1.11E+34,101,7.64E-28
1.11E+34,102,2.53E-28
1.11E+34,103,8.13E-29
1.11E+34,104,2.52E-29
1.11E+34,105,7.64E-30
1.11E+34,106,2.32E-30
1.11E+34,107,6.90E-31
1.11E+34,108,2.10E-31
1.11E+34,109,5.24E-32
1.11E+34,110,1.39E-32
1.11E+34,111,3.08E-33
1.11E+34,112,7.70E-34
1.11E+34,113,1.93E-34
1.11E+34,114,9.63E-35
8.13E+35,1,1
8.13E+35,2,1
8.13E+35,3,1
8.13E+35,4,1
8.13E+35,5,1
8.13E+35,6,1
8.13E+35,7,0.84375
8.13E+35,8,0.71875
8.13E+35,9,0.59375
8.13E+35,10,0.490234375
8.13E+35,11,0.396484375
8.13E+35,12,0.314453125
8.13E+35,13,0.23828125
8.13E+35,14,0.17956543
8.13E+35,15,0.133544922
8.13E+35,16,0.098144531
8.13E+35,17,0.071044922
8.13E+35,18,0.050498962
8.13E+35,19,0.03534317
8.13E+35,20,0.024469376
8.13E+35,21,0.016767502
8.13E+35,22,0.011375904
8.13E+35,23,0.00761652
8.13E+35,24,0.005037308
8.13E+35,25,0.003297031
8.13E+35,26,0.002138048
8.13E+35,27,0.001373619
8.13E+35,28,0.000874326
8.13E+35,29,0.000550892
8.13E+35,30,0.00034376
8.13E+35,31,0.000212681
8.13E+35,32,0.000130496
8.13E+35,33,7.94E-05
8.13E+35,34,4.79E-05
8.13E+35,35,2.87E-05
8.13E+35,36,1.70E-05
8.13E+35,37,1.00E-05
8.13E+35,38,5.86E-06
8.13E+35,39,3.40E-06
8.13E+35,40,1.96E-06
8.13E+35,41,1.12E-06
8.13E+35,42,6.34E-07
8.13E+35,43,3.57E-07
8.13E+35,44,1.99E-07
8.13E+35,45,1.11E-07
8.13E+35,46,6.11E-08
8.13E+35,47,3.34E-08
8.13E+35,48,1.82E-08
8.13E+35,49,9.81E-09
8.13E+35,50,5.26E-09
8.13E+35,51,2.81E-09
8.13E+35,52,1.48E-09
8.13E+35,53,7.80E-10
8.13E+35,54,4.08E-10
8.13E+35,55,2.11E-10
8.13E+35,56,1.09E-10
8.13E+35,57,5.58E-11
8.13E+35,58,2.84E-11
8.13E+35,59,1.43E-11
8.13E+35,60,7.20E-12
8.13E+35,61,3.59E-12
8.13E+35,62,1.78E-12
8.13E+35,63,8.77E-13
8.13E+35,64,4.29E-13
8.13E+35,65,2.08E-13
8.13E+35,66,1.01E-13
8.13E+35,67,4.83E-14
8.13E+35,68,2.30E-14
8.13E+35,69,1.09E-14
8.13E+35,70,5.12E-15
8.13E+35,71,2.39E-15
8.13E+35,72,1.11E-15
8.13E+35,73,5.11E-16
8.13E+35,74,2.34E-16
8.13E+35,75,1.06E-16
8.13E+35,76,4.79E-17
8.13E+35,77,2.15E-17
8.13E+35,78,9.55E-18
8.13E+35,79,4.22E-18
8.13E+35,80,1.85E-18
8.13E+35,81,8.05E-19
8.13E+35,82,3.48E-19
8.13E+35,83,1.49E-19
8.13E+35,84,6.34E-20
8.13E+35,85,2.68E-20
8.13E+35,86,1.12E-20
8.13E+35,87,4.66E-21
8.13E+35,88,1.92E-21
8.13E+35,89,7.84E-22
8.13E+35,90,3.18E-22
8.13E+35,91,1.28E-22
8.13E+35,92,5.07E-23
8.13E+35,93,2.00E-23
8.13E+35,94,7.80E-24
8.13E+35,95,3.01E-24
8.13E+35,96,1.15E-24
8.13E+35,97,4.38E-25
8.13E+35,98,1.64E-25
8.13E+35,99,6.07E-26
8.13E+35,100,2.22E-26
8.13E+35,101,8.04E-27
8.13E+35,102,2.88E-27
8.13E+35,103,1.02E-27
8.13E+35,104,3.54E-28
8.13E+35,105,1.21E-28
8.13E+35,106,4.07E-29
8.13E+35,107,1.36E-29
8.13E+35,108,4.48E-30
8.13E+35,109,1.45E-30
8.13E+35,110,4.47E-31
8.13E+35,111,1.35E-31
8.13E+35,112,4.04E-32
8.13E+35,113,1.21E-32
8.13E+35,114,3.76E-33
8.13E+35,115,9.63E-34
8.13E+35,116,2.41E-34
8.13E+35,117,6.02E-35
8.13E+35,118,1.20E-35
8.13E+35,119,3.01E-36
8.13E+35,120,1.50E-36
6.42E+37,1,1
6.42E+37,2,1
6.42E+37,3,1
6.42E+37,4,1
6.42E+37,5,1
6.42E+37,6,1
6.42E+37,7,0.859375
6.42E+37,8,0.734375
6.42E+37,9,0.60546875
6.42E+37,10,0.501953125
6.42E+37,11,0.409179688
6.42E+37,12,0.327148438
6.42E+37,13,0.249511719
6.42E+37,14,0.189086914
6.42E+37,15,0.141540527
6.42E+37,16,0.104736328
6.42E+37,17,0.076431274
6.42E+37,18,0.054779053
6.42E+37,19,0.038631439
6.42E+37,20,0.026943207
6.42E+37,21,0.018618584
6.42E+37,22,0.012742519
6.42E+37,23,0.008610487
6.42E+37,24,0.005748034
6.42E+37,25,0.003795922
6.42E+37,26,0.00248462
6.42E+37,27,0.001612052
6.42E+37,28,0.001036562
6.42E+37,29,0.000659946
6.42E+37,30,0.000416147
6.42E+37,31,0.0002602
6.42E+37,32,0.000161394
6.42E+37,33,9.93E-05
6.42E+37,34,6.06E-05
6.42E+37,35,3.67E-05
6.42E+37,36,2.20E-05
6.42E+37,37,1.31E-05
6.42E+37,38,7.77E-06
6.42E+37,39,4.57E-06
6.42E+37,40,2.66E-06
6.42E+37,41,1.54E-06
6.42E+37,42,8.86E-07
6.42E+37,43,5.06E-07
6.42E+37,44,2.87E-07
6.42E+37,45,1.62E-07
6.42E+37,46,9.04E-08
6.42E+37,47,5.02E-08
6.42E+37,48,2.77E-08
6.42E+37,49,1.52E-08
6.42E+37,50,8.28E-09
6.42E+37,51,4.48E-09
6.42E+37,52,2.41E-09
6.42E+37,53,1.29E-09
6.42E+37,54,6.85E-10
6.42E+37,55,3.61E-10
6.42E+37,56,1.90E-10
6.42E+37,57,9.88E-11
6.42E+37,58,5.12E-11
6.42E+37,59,2.64E-11
6.42E+37,60,1.35E-11
6.42E+37,61,6.86E-12
6.42E+37,62,3.47E-12
6.42E+37,63,1.74E-12
6.42E+37,64,8.71E-13
6.42E+37,65,4.32E-13
6.42E+37,66,2.13E-13
6.42E+37,67,1.05E-13
6.42E+37,68,5.09E-14
6.42E+37,69,2.47E-14
6.42E+37,70,1.19E-14
6.42E+37,71,5.68E-15
6.42E+37,72,2.70E-15
6.42E+37,73,1.28E-15
6.42E+37,74,5.99E-16
6.42E+37,75,2.79E-16
6.42E+37,76,1.29E-16
6.42E+37,77,5.96E-17
6.42E+37,78,2.73E-17
6.42E+37,79,1.24E-17
6.42E+37,80,5.60E-18
6.42E+37,81,2.51E-18
6.42E+37,82,1.12E-18
6.42E+37,83,4.96E-19
6.42E+37,84,2.18E-19
6.42E+37,85,9.53E-20
6.42E+37,86,4.13E-20
6.42E+37,87,1.78E-20
6.42E+37,88,7.61E-21
6.42E+37,89,3.23E-21
6.42E+37,90,1.36E-21
6.42E+37,91,5.68E-22
6.42E+37,92,2.36E-22
6.42E+37,93,9.71E-23
6.42E+37,94,3.96E-23
6.42E+37,95,1.60E-23
6.42E+37,96,6.45E-24
6.42E+37,97,2.57E-24
6.42E+37,98,1.01E-24
6.42E+37,99,3.97E-25
6.42E+37,100,1.54E-25
6.42E+37,101,5.90E-26
6.42E+37,102,2.25E-26
6.42E+37,103,8.47E-27
6.42E+37,104,3.16E-27
6.42E+37,105,1.16E-27
6.42E+37,106,4.23E-28
6.42E+37,107,1.52E-28
6.42E+37,108,5.44E-29
6.42E+37,109,1.92E-29
6.42E+37,110,6.64E-30
6.42E+37,111,2.26E-30
6.42E+37,112,7.58E-31
6.42E+37,113,2.52E-31
6.42E+37,114,8.31E-32
6.42E+37,115,2.68E-32
6.42E+37,116,8.33E-33
6.42E+37,117,2.50E-33
6.42E+37,118,7.58E-34
6.42E+37,119,2.23E-34
6.42E+37,120,6.92E-35
6.42E+37,121,1.81E-35
6.42E+37,122,4.51E-36
6.42E+37,123,1.13E-36
6.42E+37,124,2.82E-37
6.42E+37,125,9.40E-38
6.42E+37,126,2.35E-38
8.35E+38,1,1
8.35E+38,2,1
8.35E+38,3,1
8.35E+38,4,1
8.35E+38,5,1
8.35E+38,6,1
8.35E+38,7,0.859375
8.35E+38,8,0.7421875
8.35E+38,9,0.61328125
8.35E+38,10,0.5078125
8.35E+38,11,0.415039063
8.35E+38,12,0.332519531
8.35E+38,13,0.254882813
8.35E+38,14,0.194213867
8.35E+38,15,0.145690918
8.35E+38,16,0.108184814
8.35E+38,17,0.079193115
8.35E+38,18,0.0570755
8.35E+38,19,0.040447235
8.35E+38,20,0.028341293
8.35E+38,21,0.019670486
8.35E+38,22,0.013519287
8.35E+38,23,0.009180307
8.35E+38,24,0.006163716
8.35E+38,25,0.004093289
8.35E+38,26,0.002693325
8.35E+38,27,0.001756549
8.35E+38,28,0.001135536
8.35E+38,29,0.000727233
8.35E+38,30,0.00046147
8.35E+38,31,0.00029032
8.35E+38,32,0.000181157
8.35E+38,33,0.00011216
8.35E+38,34,6.89E-05
8.35E+38,35,4.20E-05
8.35E+38,36,2.54E-05
8.35E+38,37,1.52E-05
8.35E+38,38,9.08E-06
8.35E+38,39,5.37E-06
8.35E+38,40,3.15E-06
8.35E+38,41,1.84E-06
8.35E+38,42,1.07E-06
8.35E+38,43,6.13E-07
8.35E+38,44,3.50E-07
8.35E+38,45,1.99E-07
8.35E+38,46,1.12E-07
8.35E+38,47,6.28E-08
8.35E+38,48,3.49E-08
8.35E+38,49,1.93E-08
8.35E+38,50,1.06E-08
8.35E+38,51,5.80E-09
8.35E+38,52,3.15E-09
8.35E+38,53,1.70E-09
8.35E+38,54,9.10E-10
8.35E+38,55,4.85E-10
8.35E+38,56,2.57E-10
8.35E+38,57,1.35E-10
8.35E+38,58,7.07E-11
8.35E+38,59,3.68E-11
8.35E+38,60,1.90E-11
8.35E+38,61,9.77E-12
8.35E+38,62,4.99E-12
8.35E+38,63,2.54E-12
8.35E+38,64,1.28E-12
8.35E+38,65,6.43E-13
8.35E+38,66,3.21E-13
8.35E+38,67,1.59E-13
8.35E+38,68,7.84E-14
8.35E+38,69,3.84E-14
8.35E+38,70,1.87E-14
8.35E+38,71,9.07E-15
8.35E+38,72,4.37E-15
8.35E+38,73,2.09E-15
8.35E+38,74,9.95E-16
8.35E+38,75,4.70E-16
8.35E+38,76,2.21E-16
8.35E+38,77,1.03E-16
8.35E+38,78,4.80E-17
8.35E+38,79,2.21E-17
8.35E+38,80,1.02E-17
8.35E+38,81,4.63E-18
8.35E+38,82,2.10E-18
8.35E+38,83,9.43E-19
8.35E+38,84,4.22E-19
8.35E+38,85,1.87E-19
8.35E+38,86,8.27E-20
8.35E+38,87,3.62E-20
8.35E+38,88,1.58E-20
8.35E+38,89,6.83E-21
8.35E+38,90,2.93E-21
8.35E+38,91,1.25E-21
8.35E+38,92,5.30E-22
8.35E+38,93,2.23E-22
8.35E+38,94,9.30E-23
8.35E+38,95,3.85E-23
8.35E+38,96,1.59E-23
8.35E+38,97,6.47E-24
8.35E+38,98,2.62E-24
8.35E+38,99,1.05E-24
8.35E+38,100,4.19E-25
8.35E+38,101,1.65E-25
8.35E+38,102,6.47E-26
8.35E+38,103,2.51E-26
8.35E+38,104,9.65E-27
8.35E+38,105,3.68E-27
8.35E+38,106,1.39E-27
8.35E+38,107,5.18E-28
8.35E+38,108,1.91E-28
8.35E+38,109,6.99E-29
8.35E+38,110,2.53E-29
8.35E+38,111,9.03E-30
8.35E+38,112,3.20E-30
8.35E+38,113,1.12E-30
8.35E+38,114,3.83E-31
8.35E+38,115,1.29E-31
8.35E+38,116,4.32E-32
8.35E+38,117,1.43E-32
8.35E+38,118,4.66E-33
8.35E+38,119,1.48E-33
8.35E+38,120,4.54E-34
8.35E+38,121,1.37E-34
8.35E+38,122,4.06E-35
8.35E+38,123,1.20E-35
8.35E+38,124,3.67E-36
8.35E+38,125,9.40E-37
8.35E+38,126,2.35E-37
8.35E+38,127,5.88E-38
8.35E+38,128,1.18E-38
8.35E+38,129,2.94E-39
8.35E+38,130,1.47E-39
6.93E+40,1,1
6.93E+40,2,1
6.92923E+40,3,1
6.92923E+40,4,1
6.92923E+40,5,1
6.92923E+40,6,1
6.92923E+40,7,0.875
6.92923E+40,8,0.7578125
6.92923E+40,9,0.625
6.92923E+40,10,0.51953125
6.92923E+40,11,0.426757813
6.92923E+40,12,0.344726563
6.92923E+40,13,0.266113281
6.92923E+40,14,0.203491211
6.92923E+40,15,0.153564453
6.92923E+40,16,0.114746094
6.92923E+40,17,0.084609985
6.92923E+40,18,0.061447144
6.92923E+40,19,0.043849945
6.92923E+40,20,0.030937195
6.92923E+40,21,0.021626472
6.92923E+40,22,0.014978409
6.92923E+40,23,0.01025629
6.92923E+40,24,0.006942391
6.92923E+40,25,0.004648566
6.92923E+40,26,0.003084064
6.92923E+40,27,0.002028733
6.92923E+40,28,0.001323245
6.92923E+40,29,0.000855301
6.92923E+40,30,0.00054781
6.92923E+40,31,0.00034788
6.92923E+40,32,0.000219162
6.92923E+40,33,0.000137031
6.92923E+40,34,8.50E-05
6.92923E+40,35,5.24E-05
6.92923E+40,36,3.20E-05
6.92923E+40,37,1.94E-05
6.92923E+40,38,1.17E-05
6.92923E+40,39,6.99E-06
6.92923E+40,40,4.15E-06
6.92923E+40,41,2.45E-06
6.92923E+40,42,1.43E-06
6.92923E+40,43,8.35E-07
6.92923E+40,44,4.83E-07
6.92923E+40,45,2.78E-07
6.92923E+40,46,1.58E-07
6.92923E+40,47,8.99E-08
6.92923E+40,48,5.07E-08
6.92923E+40,49,2.84E-08
6.92923E+40,50,1.58E-08
6.92923E+40,51,8.76E-09
6.92923E+40,52,4.82E-09
6.92923E+40,53,2.64E-09
6.92923E+40,54,1.43E-09
6.92923E+40,55,7.75E-10
6.92923E+40,56,4.17E-10
6.92923E+40,57,2.23E-10
6.92923E+40,58,1.18E-10
6.92923E+40,59,6.26E-11
6.92923E+40,60,3.29E-11
6.92923E+40,61,1.72E-11
6.92923E+40,62,8.92E-12
6.92923E+40,63,4.61E-12
6.92923E+40,64,2.37E-12
6.92923E+40,65,1.21E-12
6.92923E+40,66,6.14E-13
6.92923E+40,67,3.10E-13
6.92923E+40,68,1.56E-13
6.92923E+40,69,7.78E-14
6.92923E+40,70,3.87E-14
6.92923E+40,71,1.91E-14
6.92923E+40,72,9.38E-15
6.92923E+40,73,4.58E-15
6.92923E+40,74,2.23E-15
6.92923E+40,75,1.08E-15
6.92923E+40,76,5.17E-16
6.92923E+40,77,2.47E-16
6.92923E+40,78,1.17E-16
6.92923E+40,79,5.54E-17
6.92923E+40,80,2.60E-17
6.92923E+40,81,1.21E-17
6.92923E+40,82,5.63E-18
6.92923E+40,83,2.60E-18
6.92923E+40,84,1.19E-18
6.92923E+40,85,5.44E-19
6.92923E+40,86,2.47E-19
6.92923E+40,87,1.11E-19
6.92923E+40,88,4.98E-20
6.92923E+40,89,2.22E-20
6.92923E+40,90,9.81E-21
6.92923E+40,91,4.31E-21
6.92923E+40,92,1.88E-21
6.92923E+40,93,8.18E-22
6.92923E+40,94,3.53E-22
6.92923E+40,95,1.51E-22
6.92923E+40,96,6.44E-23
6.92923E+40,97,2.72E-23
6.92923E+40,98,1.14E-23
6.92923E+40,99,4.77E-24
6.92923E+40,100,1.98E-24
6.92923E+40,101,8.12E-25
6.92923E+40,102,3.31E-25
6.92923E+40,103,1.34E-25
6.92923E+40,104,5.40E-26
6.92923E+40,105,2.15E-26
6.92923E+40,106,8.52E-27
6.92923E+40,107,3.34E-27
6.92923E+40,108,1.30E-27
6.92923E+40,109,5.02E-28
6.92923E+40,110,1.92E-28
6.92923E+40,111,7.27E-29
6.92923E+40,112,2.73E-29
6.92923E+40,113,1.02E-29
6.92923E+40,114,3.74E-30
6.92923E+40,115,1.36E-30
6.92923E+40,116,4.89E-31
6.92923E+40,117,1.74E-31
6.92923E+40,118,6.16E-32
6.92923E+40,119,2.15E-32
6.92923E+40,120,7.36E-33
6.92923E+40,121,2.48E-33
6.92923E+40,122,8.26E-34
6.92923E+40,123,2.72E-34
6.92923E+40,124,8.91E-35
6.92923E+40,125,2.84E-35
6.92923E+40,126,8.77E-36
6.92923E+40,127,2.64E-36
6.92923E+40,128,7.99E-37
6.92923E+40,129,2.32E-37
6.92923E+40,130,7.05E-38
6.92923E+40,131,1.84E-38
6.92923E+40,132,4.78E-39
6.92923E+40,133,1.10E-39
6.92923E+40,134,2.76E-40
6.92923E+40,135,9.18E-41
6.92923E+40,136,2.30E-41
