lenX,lenY,bits,proba
72,71,8,0.158
72,71,9,0.086
72,71,10,0.061
72,71,11,0.038
72,71,12,0.026
72,71,13,0.015
72,71,14,0.009
72,71,15,0.006
72,71,16,0.005
72,71,17,0.002
72,71,18,0.0
72,71,19,0.0
72,71,20,0.001
72,71,21,0.0
72,71,22,0.0
72,71,23,0.0
72,71,24,0.0
72,71,25,0.0
72,71,26,0.0
72,71,27,0.001
72,71,28,0.0
72,71,29,0.0
72,71,30,0.0
72,71,31,0.0
72,71,32,0.0
72,70,8,0.349
72,70,9,0.251
72,70,10,0.187
72,70,11,0.126
72,70,12,0.093
72,70,13,0.064
72,70,14,0.046
72,70,15,0.031
72,70,16,0.017
72,70,17,0.022
72,70,18,0.006
72,70,19,0.006
72,70,20,0.003
72,70,21,0.001
72,70,22,0.004
72,70,23,0.001
72,70,24,0.001
72,70,25,0.001
72,70,26,0.001
72,70,27,0.0
72,70,28,0.0
72,70,29,0.0
72,70,30,0.0
72,70,31,0.0
72,70,32,0.0
72,69,8,0.204
72,69,9,0.143
72,69,10,0.096
72,69,11,0.073
72,69,12,0.041
72,69,13,0.029
72,69,14,0.023
72,69,15,0.011
72,69,16,0.005
72,69,17,0.005
72,69,18,0.005
72,69,19,0.002
72,69,20,0.001
72,69,21,0.0
72,69,22,0.002
72,69,23,0.0
72,69,24,0.0
72,69,25,0.0
72,69,26,0.0
72,69,27,0.0
72,69,28,0.0
72,69,29,0.0
72,69,30,0.0
72,69,31,0.0
72,69,32,0.0
72,68,8,0.507
72,68,9,0.411
72,68,10,0.307
72,68,11,0.255
72,68,12,0.179
72,68,13,0.147
72,68,14,0.108
72,68,15,0.076
72,68,16,0.051
72,68,17,0.04
72,68,18,0.025
72,68,19,0.02
72,68,20,0.018
72,68,21,0.008
72,68,22,0.007
72,68,23,0.002
72,68,24,0.001
72,68,25,0.001
72,68,26,0.001
72,68,27,0.0
72,68,28,0.0
72,68,29,0.0
72,68,30,0.0
72,68,31,0.0
72,68,32,0.0
72,67,8,0.155
72,67,9,0.099
72,67,10,0.064
72,67,11,0.053
72,67,12,0.028
72,67,13,0.018
72,67,14,0.014
72,67,15,0.009
72,67,16,0.007
72,67,17,0.003
72,67,18,0.002
72,67,19,0.001
72,67,20,0.0
72,67,21,0.0
72,67,22,0.002
72,67,23,0.001
72,67,24,0.0
72,67,25,0.0
72,67,26,0.0
72,67,27,0.0
72,67,28,0.001
72,67,29,0.0
72,67,30,0.0
72,67,31,0.0
72,67,32,0.0
72,66,8,0.462
72,66,9,0.335
72,66,10,0.285
72,66,11,0.2
72,66,12,0.17
72,66,13,0.125
72,66,14,0.076
72,66,15,0.066
72,66,16,0.039
72,66,17,0.035
72,66,18,0.02
72,66,19,0.019
72,66,20,0.014
72,66,21,0.009
72,66,22,0.006
72,66,23,0.006
72,66,24,0.002
72,66,25,0.003
72,66,26,0.001
72,66,27,0.003
72,66,28,0.0
72,66,29,0.0
72,66,30,0.0
72,66,31,0.0
72,66,32,0.0
72,65,8,0.156
72,65,9,0.093
72,65,10,0.061
72,65,11,0.041
72,65,12,0.023
72,65,13,0.018
72,65,14,0.013
72,65,15,0.007
72,65,16,0.002
72,65,17,0.005
72,65,18,0.0
72,65,19,0.003
72,65,20,0.0
72,65,21,0.001
72,65,22,0.0
72,65,23,0.0
72,65,24,0.0
72,65,25,0.0
72,65,26,0.0
72,65,27,0.0
72,65,28,0.0
72,65,29,0.0
72,65,30,0.0
72,65,31,0.0
72,65,32,0.0
72,64,8,0.539
72,64,9,0.433
72,64,10,0.352
72,64,11,0.299
72,64,12,0.21
72,64,13,0.144
72,64,14,0.115
72,64,15,0.084
72,64,16,0.062
72,64,17,0.037
72,64,18,0.027
72,64,19,0.02
72,64,20,0.016
72,64,21,0.01
72,64,22,0.005
72,64,23,0.008
72,64,24,0.0
72,64,25,0.006
72,64,26,0.001
72,64,27,0.001
72,64,28,0.002
72,64,29,0.001
72,64,30,0.0
72,64,31,0.002
72,64,32,0.0
72,63,8,0.19
72,63,9,0.135
72,63,10,0.102
72,63,11,0.062
72,63,12,0.045
72,63,13,0.028
72,63,14,0.024
72,63,15,0.012
72,63,16,0.009
72,63,17,0.006
72,63,18,0.01
72,63,19,0.001
72,63,20,0.001
72,63,21,0.0
72,63,22,0.0
72,63,23,0.001
72,63,24,0.0
72,63,25,0.0
72,63,26,0.0
72,63,27,0.0
72,63,28,0.0
72,63,29,0.0
72,63,30,0.0
72,63,31,0.0
72,63,32,0.0
72,62,8,0.414
72,62,9,0.333
72,62,10,0.275
72,62,11,0.201
72,62,12,0.155
72,62,13,0.109
72,62,14,0.073
72,62,15,0.058
72,62,16,0.04
72,62,17,0.033
72,62,18,0.014
72,62,19,0.015
72,62,20,0.013
72,62,21,0.007
72,62,22,0.006
72,62,23,0.004
72,62,24,0.002
72,62,25,0.002
72,62,26,0.0
72,62,27,0.001
72,62,28,0.0
72,62,29,0.0
72,62,30,0.0
72,62,31,0.0
72,62,32,0.0
72,61,8,0.183
72,61,9,0.108
72,61,10,0.066
72,61,11,0.057
72,61,12,0.04
72,61,13,0.028
72,61,14,0.004
72,61,15,0.013
72,61,16,0.008
72,61,17,0.006
72,61,18,0.003
72,61,19,0.001
72,61,20,0.0
72,61,21,0.0
72,61,22,0.0
72,61,23,0.0
72,61,24,0.0
72,61,25,0.0
72,61,26,0.0
72,61,27,0.0
72,61,28,0.0
72,61,29,0.0
72,61,30,0.0
72,61,31,0.0
72,61,32,0.0
72,60,8,0.694
72,60,9,0.597
72,60,10,0.492
72,60,11,0.43
72,60,12,0.386
72,60,13,0.299
72,60,14,0.263
72,60,15,0.192
72,60,16,0.141
72,60,17,0.119
72,60,18,0.087
72,60,19,0.066
72,60,20,0.05
72,60,21,0.05
72,60,22,0.036
72,60,23,0.033
72,60,24,0.007
72,60,25,0.014
72,60,26,0.011
72,60,27,0.005
72,60,28,0.005
72,60,29,0.002
72,60,30,0.001
72,60,31,0.002
72,60,32,0.001
72,59,8,0.153
72,59,9,0.095
72,59,10,0.06
72,59,11,0.028
72,59,12,0.015
72,59,13,0.012
72,59,14,0.005
72,59,15,0.005
72,59,16,0.005
72,59,17,0.003
72,59,18,0.001
72,59,19,0.002
72,59,20,0.0
72,59,21,0.001
72,59,22,0.0
72,59,23,0.0
72,59,24,0.0
72,59,25,0.001
72,59,26,0.0
72,59,27,0.0
72,59,28,0.0
72,59,29,0.0
72,59,30,0.0
72,59,31,0.0
72,59,32,0.0
72,58,8,0.368
72,58,9,0.261
72,58,10,0.216
72,58,11,0.147
72,58,12,0.12
72,58,13,0.073
72,58,14,0.06
72,58,15,0.04
72,58,16,0.033
72,58,17,0.02
72,58,18,0.006
72,58,19,0.013
72,58,20,0.006
72,58,21,0.008
72,58,22,0.004
72,58,23,0.002
72,58,24,0.002
72,58,25,0.002
72,58,26,0.0
72,58,27,0.0
72,58,28,0.0
72,58,29,0.0
72,58,30,0.0
72,58,31,0.0
72,58,32,0.0
72,57,8,0.18
72,57,9,0.166
72,57,10,0.096
72,57,11,0.072
72,57,12,0.048
72,57,13,0.034
72,57,14,0.023
72,57,15,0.01
72,57,16,0.016
72,57,17,0.005
72,57,18,0.002
72,57,19,0.003
72,57,20,0.004
72,57,21,0.001
72,57,22,0.0
72,57,23,0.0
72,57,24,0.001
72,57,25,0.0
72,57,26,0.0
72,57,27,0.0
72,57,28,0.0
72,57,29,0.0
72,57,30,0.0
72,57,31,0.0
72,57,32,0.0
72,56,8,0.537
72,56,9,0.443
72,56,10,0.367
72,56,11,0.269
72,56,12,0.214
72,56,13,0.16
72,56,14,0.102
72,56,15,0.102
72,56,16,0.064
72,56,17,0.045
72,56,18,0.039
72,56,19,0.023
72,56,20,0.017
72,56,21,0.015
72,56,22,0.007
72,56,23,0.003
72,56,24,0.002
72,56,25,0.001
72,56,26,0.001
72,56,27,0.005
72,56,28,0.003
72,56,29,0.0
72,56,30,0.001
72,56,31,0.001
72,56,32,0.001
72,55,8,0.147
72,55,9,0.1
72,55,10,0.067
72,55,11,0.039
72,55,12,0.021
72,55,13,0.017
72,55,14,0.013
72,55,15,0.002
72,55,16,0.006
72,55,17,0.003
72,55,18,0.0
72,55,19,0.0
72,55,20,0.001
72,55,21,0.0
72,55,22,0.0
72,55,23,0.001
72,55,24,0.0
72,55,25,0.0
72,55,26,0.0
72,55,27,0.0
72,55,28,0.0
72,55,29,0.0
72,55,30,0.0
72,55,31,0.0
72,55,32,0.0
72,54,8,0.454
72,54,9,0.387
72,54,10,0.341
72,54,11,0.262
72,54,12,0.213
72,54,13,0.164
72,54,14,0.141
72,54,15,0.086
72,54,16,0.07
72,54,17,0.049
72,54,18,0.045
72,54,19,0.026
72,54,20,0.015
72,54,21,0.021
72,54,22,0.014
72,54,23,0.012
72,54,24,0.005
72,54,25,0.003
72,54,26,0.004
72,54,27,0.001
72,54,28,0.001
72,54,29,0.0
72,54,30,0.001
72,54,31,0.003
72,54,32,0.0
72,53,8,0.141
72,53,9,0.081
72,53,10,0.055
72,53,11,0.029
72,53,12,0.018
72,53,13,0.011
72,53,14,0.008
72,53,15,0.004
72,53,16,0.005
72,53,17,0.001
72,53,18,0.001
72,53,19,0.0
72,53,20,0.0
72,53,21,0.0
72,53,22,0.0
72,53,23,0.0
72,53,24,0.0
72,53,25,0.0
72,53,26,0.0
72,53,27,0.0
72,53,28,0.0
72,53,29,0.0
72,53,30,0.0
72,53,31,0.0
72,53,32,0.0
72,52,8,0.623
72,52,9,0.537
72,52,10,0.433
72,52,11,0.356
72,52,12,0.306
72,52,13,0.257
72,52,14,0.207
72,52,15,0.141
72,52,16,0.124
72,52,17,0.097
72,52,18,0.069
72,52,19,0.053
72,52,20,0.025
72,52,21,0.037
72,52,22,0.021
72,52,23,0.012
72,52,24,0.018
72,52,25,0.005
72,52,26,0.007
72,52,27,0.006
72,52,28,0.006
72,52,29,0.001
72,52,30,0.003
72,52,31,0.001
72,52,32,0.002
72,51,8,0.184
72,51,9,0.156
72,51,10,0.115
72,51,11,0.065
72,51,12,0.051
72,51,13,0.047
72,51,14,0.024
72,51,15,0.026
72,51,16,0.014
72,51,17,0.01
72,51,18,0.006
72,51,19,0.004
72,51,20,0.002
72,51,21,0.0
72,51,22,0.0
72,51,23,0.001
72,51,24,0.0
72,51,25,0.001
72,51,26,0.0
72,51,27,0.0
72,51,28,0.0
72,51,29,0.0
72,51,30,0.0
72,51,31,0.0
72,51,32,0.0
72,50,8,0.381
72,50,9,0.283
72,50,10,0.228
72,50,11,0.166
72,50,12,0.1
72,50,13,0.088
72,50,14,0.061
72,50,15,0.044
72,50,16,0.03
72,50,17,0.034
72,50,18,0.021
72,50,19,0.007
72,50,20,0.011
72,50,21,0.006
72,50,22,0.001
72,50,23,0.005
72,50,24,0.003
72,50,25,0.001
72,50,26,0.0
72,50,27,0.0
