len,bits,seconds
20,136,9.914875030517578e-06
20,137,9.889841079711914e-06
20,138,9.872198104858398e-06
20,139,9.924173355102539e-06
20,140,9.781837463378906e-06
20,141,9.942054748535157e-06
20,142,9.868621826171876e-06
20,143,9.954214096069335e-06
20,144,9.904861450195312e-06
20,145,9.852170944213867e-06
20,146,9.913682937622071e-06
20,147,9.857892990112305e-06
20,148,9.82522964477539e-06
20,149,1.0040044784545898e-05
20,150,1.0142326354980469e-05
20,151,1.0287761688232422e-05
20,152,9.94563102722168e-06
20,153,1.0284900665283203e-05
20,154,9.954214096069335e-06
20,155,1.0121822357177735e-05
20,156,9.98687744140625e-06
20,157,9.837150573730468e-06
20,158,1.0195255279541016e-05
20,159,9.993076324462891e-06
20,160,1.0065078735351563e-05
20,161,9.721994400024414e-06
20,162,1.0053873062133788e-05
20,163,1.0740041732788085e-05
20,164,1.1816978454589844e-05
20,165,1.0025978088378906e-05
20,166,9.956121444702149e-06
20,167,9.885072708129882e-06
20,168,9.900808334350586e-06
20,169,1.0160207748413086e-05
20,170,9.89389419555664e-06
20,171,1.012587547302246e-05
20,172,9.953975677490234e-06
20,173,1.0266780853271484e-05
20,174,1.0428905487060546e-05
20,175,1.0009050369262696e-05
20,176,1.0232925415039063e-05
20,177,1.0814905166625976e-05
20,178,9.891033172607421e-06
20,179,9.911060333251953e-06
20,180,9.936809539794921e-06
20,181,9.95492935180664e-06
20,182,9.919166564941406e-06
20,183,1.0303974151611329e-05
20,184,9.953022003173829e-06
20,185,9.769916534423828e-06
20,186,9.954690933227539e-06
20,187,9.96708869934082e-06
20,188,1.002788543701172e-05
20,189,1.001286506652832e-05
20,190,1.0070562362670898e-05
20,191,1.0078191757202149e-05
20,192,9.90605354309082e-06
20,193,9.71078872680664e-06
20,194,9.865045547485352e-06
20,195,9.989976882934571e-06
20,196,9.950876235961915e-06
20,197,9.989261627197266e-06
20,198,9.914875030517578e-06
20,199,1.0084152221679687e-05
20,200,9.908914566040039e-06
20,201,9.80997085571289e-06
20,202,9.9029541015625e-06
20,203,9.844064712524414e-06
20,204,9.946107864379883e-06
20,205,9.833097457885743e-06
20,206,9.953022003173829e-06
20,207,1.0042190551757812e-05
20,208,1.0010719299316406e-05
20,209,9.928941726684571e-06
20,210,9.803056716918945e-06
20,211,1.0258913040161134e-05
20,212,1.0250091552734374e-05
20,213,9.907007217407226e-06
20,214,1.006007194519043e-05
20,215,9.942054748535157e-06
20,216,1.001596450805664e-05
20,217,9.7501277923584e-06
20,218,1.0051965713500977e-05
20,219,9.785890579223633e-06
20,220,9.957075119018554e-06
20,221,9.944915771484376e-06
20,222,1.0118722915649415e-05
20,223,1.0120153427124024e-05
20,224,9.883165359497071e-06
20,225,1.0297060012817383e-05
20,226,1.0751962661743164e-05
20,227,9.822845458984376e-06
20,228,1.1109113693237304e-05
20,229,1.080179214477539e-05
20,230,9.807825088500977e-06
20,231,1.003098487854004e-05
20,232,9.898900985717773e-06
20,233,9.78398323059082e-06
20,234,9.762763977050781e-06
20,235,9.96685028076172e-06
20,236,9.779930114746094e-06
20,237,9.874820709228515e-06
20,238,1.0018110275268554e-05
20,239,1.025676727294922e-05
20,240,1.0065793991088867e-05
20,241,1.1614799499511719e-05
20,242,1.0296106338500977e-05
20,243,9.946823120117187e-06
20,244,1.002788543701172e-05
20,245,9.98210906982422e-06
20,246,1.0098934173583984e-05
20,247,9.98687744140625e-06
20,248,1.044297218322754e-05
20,249,9.84811782836914e-06
20,250,1.0394811630249023e-05
20,251,1.023268699645996e-05
20,252,1.0035991668701172e-05
20,253,1.0212898254394531e-05
20,254,1.0303974151611329e-05
20,255,1.0255098342895507e-05
20,256,1.005101203918457e-05
